Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name,pH
29.48,46.31,59.55,Loamy,Pulses,8,2,11,Tata Paras NPK 10:26:26,6.02
38.59,76.37,62.37,Red,Cotton,11,8,20,Kribhco NPK 20:20:0,6.07
18.65,61.19,40.84,Loamy,Wheat,20,19,7,DAP (18:46:0),6.7
30.65,61.82,65.8,Red,Maize,22,17,12,Iffco NPK 17:17:17,6.0
27.92,64.31,21.87,Loamy,Wheat,27,11,8,NPK Complex 14:35:14,6.57
30.79,77.87,61.41,Clayey,Sugarcane,9,20,22,Urea (46% N),6.94
28.14,73.58,59.25,Loamy,Millets,8,13,11,MAP 28:28:0,6.18
29.77,54.11,46.69,Loamy,Wheat,13,8,8,Iffco NPK 17:17:17,6.44
28.99,40.12,24.28,Black,Paddy,14,18,7,MAP 28:28:0,6.73
20.81,67.13,60.83,Loamy,Maize,5,5,27,Kribhco NPK 20:20:0,7.06
34.84,82.69,65.7,Sandy,Wheat,23,7,11,Iffco NPK 17:17:17,7.38
18.52,40.27,62.84,Black,Barley,11,16,10,DAP (18:46:0),7.23
24.58,75.26,38.3,Sandy,Maize,21,15,9,NPK Complex 14:35:14,5.7
39.38,77.41,54.2,Red,Maize,19,13,8,NPK Complex 14:35:14,6.36
35.52,68.14,50.97,Sandy,Paddy,12,11,14,Iffco NPK 17:17:17,7.26
15.7,48.51,54.75,Loamy,Barley,17,14,2,DAP (18:46:0),6.23
21.1,83.74,68.02,Black,Cotton,8,7,17,Kribhco NPK 20:20:0,6.15
22.97,80.28,22.07,Sandy,Paddy,14,3,15,Kribhco NPK 20:20:0,6.23
38.06,47.43,60.18,Red,Wheat,15,8,21,Kribhco NPK 20:20:0,5.93
34.05,74.91,33.93,Sandy,Tobacco,11,26,20,Urea (46% N),6.92
34.0,83.98,68.1,Loamy,Wheat,17,9,5,NPK Complex 14:35:14,6.56
33.08,89.72,68.13,Sandy,Sugarcane,17,20,11,DAP (18:46:0),6.04
28.43,53.27,42.01,Loamy,Cotton,17,5,4,Tata Paras NPK 10:26:26,6.8
28.22,59.41,39.64,Black,Paddy,4,22,20,Urea (46% N),5.69
35.67,46.93,41.42,Black,Sugarcane,7,17,28,Urea (46% N),6.88
29.82,74.62,44.2,Sandy,Millets,11,8,7,NPK Complex 14:35:14,6.63
31.77,51.63,24.42,Clayey,Paddy,17,6,4,NPK Complex 14:35:14,7.46
38.05,51.69,63.71,Clayey,Wheat,24,15,2,DAP (18:46:0),6.51
26.21,55.12,54.48,Red,Ground Nuts,6,9,15,Iffco NPK 17:17:17,6.87
20.39,77.26,26.56,Clayey,Wheat,11,18,20,Urea (46% N),5.9
39.59,86.26,39.09,Red,Millets,16,4,4,Tata Paras NPK 10:26:26,6.17
30.83,51.72,22.59,Clayey,Wheat,23,20,8,DAP (18:46:0),6.38
25.43,76.12,33.03,Sandy,Oil seeds,6,15,12,MAP 28:28:0,6.11
35.99,46.48,62.92,Red,Oil seeds,3,6,21,Kribhco NPK 20:20:0,6.72
20.53,71.45,52.77,Clayey,Sugarcane,14,20,9,DAP (18:46:0),7.03
20.34,61.33,34.63,Sandy,Cotton,8,6,14,Iffco NPK 17:17:17,6.59
15.47,55.07,22.43,Black,Barley,13,21,7,MAP 28:28:0,5.99
38.24,42.15,48.26,Sandy,Paddy,11,16,16,Urea (46% N),6.6
20.32,86.76,40.96,Clayey,Ground Nuts,8,6,10,Iffco NPK 17:17:17,7.4
17.62,57.99,65.92,Clayey,Barley,12,8,11,NPK Complex 14:35:14,7.17
29.6,40.95,58.71,Sandy,Cotton,14,11,2,NPK Complex 14:35:14,5.7
36.09,66.66,43.39,Sandy,Tobacco,18,21,7,DAP (18:46:0),7.22
20.46,63.71,21.05,Clayey,Barley,21,7,8,Tata Paras NPK 10:26:26,6.16
25.32,64.69,22.62,Red,Tobacco,12,13,10,NPK Complex 14:35:14,5.85
28.14,43.85,37.38,Sandy,Wheat,20,8,19,Kribhco NPK 20:20:0,6.74
31.2,56.22,49.42,Clayey,Cotton,5,21,6,MAP 28:28:0,5.83
34.55,53.7,56.85,Black,Wheat,33,2,6,Tata Paras NPK 10:26:26,5.83
20.48,74.84,59.17,Loamy,Tobacco,11,26,20,Urea (46% N),5.88
19.44,72.14,34.92,Loamy,Millets,5,5,21,Kribhco NPK 20:20:0,6.79
15.77,75.74,47.31,Sandy,Sugarcane,8,15,8,MAP 28:28:0,5.57
32.83,54.09,64.48,Red,Millets,21,4,3,Tata Paras NPK 10:26:26,5.9
30.77,44.41,55.04,Sandy,Wheat,23,12,5,NPK Complex 14:35:14,5.89
26.03,82.54,41.61,Loamy,Sugarcane,13,7,19,Iffco NPK 17:17:17,6.54
28.24,50.29,60.47,Loamy,Maize,30,12,3,Tata Paras NPK 10:26:26,7.2
21.53,77.18,59.86,Clayey,Tobacco,12,5,18,Kribhco NPK 20:20:0,7.15
39.88,56.05,47.74,Clayey,Wheat,8,6,17,Kribhco NPK 20:20:0,6.77
19.67,66.56,55.61,Red,Oil seeds,7,16,12,MAP 28:28:0,6.12
39.65,87.7,42.11,Clayey,Barley,13,15,8,DAP (18:46:0),6.55
33.38,74.72,46.91,Loamy,Pulses,3,4,12,Iffco NPK 17:17:17,6.27
16.82,41.46,62.23,Red,Maize,25,3,8,Tata Paras NPK 10:26:26,6.64
30.47,79.59,28.31,Sandy,Pulses,9,2,7,Tata Paras NPK 10:26:26,6.16
20.54,62.02,32.55,Loamy,Cotton,20,4,6,Tata Paras NPK 10:26:26,5.88
22.62,40.87,42.73,Red,Cotton,13,15,6,DAP (18:46:0),6.36
33.74,52.88,63.33,Sandy,Oil seeds,4,11,27,Urea (46% N),6.99
23.81,54.32,38.67,Loamy,Ground Nuts,3,8,30,Kribhco NPK 20:20:0,7.35
32.26,86.42,42.4,Red,Oil seeds,8,6,21,Kribhco NPK 20:20:0,6.71
36.38,48.16,45.36,Sandy,Paddy,9,15,21,Urea (46% N),6.35
27.01,52.99,32.07,Black,Pulses,4,11,23,Urea (46% N),6.03
37.81,81.0,45.39,Clayey,Cotton,4,6,19,Kribhco NPK 20:20:0,6.26
33.33,65.78,50.2,Clayey,Cotton,4,11,22,Kribhco NPK 20:20:0,6.8
18.05,76.86,47.18,Sandy,Barley,15,14,14,MAP 28:28:0,6.8
31.42,42.33,49.76,Black,Barley,12,11,9,NPK Complex 14:35:14,6.82
38.83,56.26,47.89,Sandy,Sugarcane,17,16,12,DAP (18:46:0),6.9
28.68,62.43,61.41,Loamy,Tobacco,11,24,27,Urea (46% N),7.2
29.06,71.8,35.78,Sandy,Maize,25,28,2,DAP (18:46:0),5.55
24.83,89.19,29.2,Sandy,Maize,13,14,28,Kribhco NPK 20:20:0,7.5
17.62,53.03,25.67,Black,Wheat,33,8,5,Tata Paras NPK 10:26:26,6.77
19.75,64.96,35.49,Red,Sugarcane,6,5,24,Kribhco NPK 20:20:0,7.06
32.4,61.53,59.06,Red,Maize,14,16,10,Iffco NPK 17:17:17,7.13
19.17,73.25,35.27,Black,Millets,11,8,16,Kribhco NPK 20:20:0,7.42
38.67,51.68,36.12,Clayey,Maize,16,30,10,DAP (18:46:0),6.82
20.26,82.78,53.18,Sandy,Barley,13,13,11,Iffco NPK 17:17:17,5.88
37.17,68.7,47.03,Black,Cotton,6,11,8,Iffco NPK 17:17:17,6.44
29.01,62.55,29.51,Sandy,Tobacco,10,11,12,Iffco NPK 17:17:17,6.28
29.71,47.49,33.22,Sandy,Tobacco,33,8,8,Tata Paras NPK 10:26:26,6.36
31.27,40.85,42.84,Sandy,Ground Nuts,5,10,9,MAP 28:28:0,6.83
39.47,77.06,26.31,Clayey,Paddy,26,2,8,Tata Paras NPK 10:26:26,5.7
23.72,70.58,50.61,Black,Tobacco,22,10,11,NPK Complex 14:35:14,6.87
17.92,45.17,51.89,Red,Millets,6,12,16,Urea (46% N),6.2
17.03,48.79,64.47,Black,Paddy,25,1,5,Tata Paras NPK 10:26:26,5.93
23.07,55.15,38.91,Loamy,Barley,13,20,8,MAP 28:28:0,6.4
29.37,63.36,50.71,Black,Cotton,8,15,21,Urea (46% N),6.39
19.58,68.75,20.28,Sandy,Sugarcane,9,10,23,Kribhco NPK 20:20:0,5.81
36.11,59.54,61.86,Sandy,Oil seeds,6,8,9,Iffco NPK 17:17:17,6.38
28.76,57.15,38.06,Clayey,Ground Nuts,13,4,10,Tata Paras NPK 10:26:26,7.11
15.34,70.81,27.65,Red,Oil seeds,13,5,8,Tata Paras NPK 10:26:26,6.17
27.65,77.41,65.44,Loamy,Pulses,3,8,12,MAP 28:28:0,6.69
35.3,53.91,27.68,Red,Ground Nuts,11,1,10,Tata Paras NPK 10:26:26,5.76
33.46,74.81,66.95,Black,Sugarcane,13,17,10,MAP 28:28:0,7.1
38.6,44.4,51.65,Red,Sugarcane,24,4,8,Tata Paras NPK 10:26:26,5.57
28.33,84.09,59.84,Clayey,Barley,14,8,10,Iffco NPK 17:17:17,6.1
36.99,77.69,45.34,Red,Wheat,7,9,20,Kribhco NPK 20:20:0,7.25
28.39,89.77,68.45,Red,Tobacco,11,18,21,Urea (46% N),5.94
36.36,74.12,20.22,Black,Sugarcane,12,18,9,DAP (18:46:0),5.91
38.38,62.2,32.85,Red,Maize,11,24,8,MAP 28:28:0,6.54
37.34,68.89,56.75,Sandy,Cotton,10,11,4,NPK Complex 14:35:14,7.5
20.98,71.9,27.28,Red,Sugarcane,12,10,11,Iffco NPK 17:17:17,6.93
18.89,59.27,39.31,Sandy,Millets,12,9,8,Iffco NPK 17:17:17,6.46
27.76,80.27,42.63,Black,Tobacco,12,7,21,Kribhco NPK 20:20:0,6.48
15.33,57.76,61.77,Clayey,Barley,14,15,4,DAP (18:46:0),7.34
28.86,52.35,62.52,Black,Ground Nuts,7,5,20,Iffco NPK 17:17:17,6.18
29.98,67.56,67.22,Loamy,Oil seeds,9,8,5,NPK Complex 14:35:14,6.83
29.64,81.88,21.16,Red,Sugarcane,13,7,12,NPK Complex 14:35:14,5.98
38.93,44.54,33.13,Red,Oil seeds,11,3,4,Tata Paras NPK 10:26:26,5.8
39.63,82.21,40.38,Sandy,Maize,26,16,9,NPK Complex 14:35:14,7.25
25.51,47.09,58.55,Loamy,Maize,13,9,25,Kribhco NPK 20:20:0,6.28
17.53,40.42,53.79,Sandy,Ground Nuts,9,7,6,NPK Complex 14:35:14,6.5
39.41,49.32,35.07,Loamy,Sugarcane,10,18,26,Urea (46% N),5.56
26.24,67.67,34.41,Red,Wheat,23,19,10,MAP 28:28:0,5.99
24.36,44.23,56.43,Clayey,Oil seeds,6,3,23,Kribhco NPK 20:20:0,7.48
37.61,73.03,68.45,Red,Cotton,11,14,6,MAP 28:28:0,6.92
33.7,89.73,30.41,Red,Tobacco,31,4,10,Tata Paras NPK 10:26:26,5.64
33.74,88.77,43.05,Loamy,Pulses,4,9,30,Urea (46% N),6.79
31.11,50.92,31.36,Black,Barley,9,11,11,Iffco NPK 17:17:17,7.23
16.11,77.06,53.16,Black,Pulses,6,5,5,NPK Complex 14:35:14,6.16
31.63,49.82,40.29,Red,Maize,18,25,6,DAP (18:46:0),7.2
19.69,63.96,62.13,Loamy,Oil seeds,7,12,21,Urea (46% N),7.02
21.89,84.35,21.64,Loamy,Millets,15,15,8,DAP (18:46:0),6.35
31.45,60.93,58.72,Clayey,Sugarcane,4,15,22,Urea (46% N),6.84
20.1,88.05,55.98,Black,Paddy,17,17,6,DAP (18:46:0),6.69
28.86,73.38,52.75,Clayey,Pulses,6,9,8,DAP (18:46:0),5.93
38.34,54.57,45.62,Sandy,Sugarcane,17,19,5,DAP (18:46:0),7.11
21.46,85.7,34.59,Loamy,Millets,7,8,16,Kribhco NPK 20:20:0,7.39
22.79,87.34,21.76,Loamy,Barley,12,22,10,DAP (18:46:0),7.46
29.51,85.17,64.63,Black,Ground Nuts,7,3,25,Kribhco NPK 20:20:0,6.12
27.15,68.71,35.7,Sandy,Ground Nuts,14,4,7,Tata Paras NPK 10:26:26,6.45
34.04,76.5,23.38,Loamy,Paddy,29,3,7,Tata Paras NPK 10:26:26,7.31
22.39,84.13,28.56,Red,Ground Nuts,6,5,14,Iffco NPK 17:17:17,6.44
32.46,55.88,26.76,Red,Paddy,15,7,10,Iffco NPK 17:17:17,7.41
21.76,88.35,28.13,Loamy,Pulses,9,4,12,Tata Paras NPK 10:26:26,5.92
31.04,56.06,42.89,Red,Cotton,12,6,10,NPK Complex 14:35:14,6.18
34.91,57.47,63.66,Red,Barley,13,9,7,NPK Complex 14:35:14,5.94
33.93,59.09,61.29,Red,Millets,18,1,9,Tata Paras NPK 10:26:26,6.76
19.28,49.55,40.37,Sandy,Cotton,10,18,10,MAP 28:28:0,6.22
24.19,48.99,21.64,Clayey,Millets,9,5,10,Iffco NPK 17:17:17,6.01
34.1,66.82,54.89,Loamy,Tobacco,14,8,15,Iffco NPK 17:17:17,6.52
26.38,41.26,33.89,Red,Millets,9,6,18,Kribhco NPK 20:20:0,6.28
30.89,50.78,66.42,Clayey,Cotton,13,15,2,DAP (18:46:0),7.34
17.28,61.37,53.63,Loamy,Wheat,30,8,6,Tata Paras NPK 10:26:26,7.31
24.35,57.99,49.88,Clayey,Cotton,8,5,6,NPK Complex 14:35:14,6.37
25.9,53.51,59.52,Loamy,Paddy,15,7,16,Kribhco NPK 20:20:0,6.91
23.61,42.62,45.51,Loamy,Oil seeds,6,7,20,Kribhco NPK 20:20:0,6.96
30.93,73.03,66.05,Loamy,Sugarcane,14,9,14,NPK Complex 14:35:14,6.53
22.8,59.06,24.83,Red,Cotton,11,12,7,Iffco NPK 17:17:17,7.12
15.92,60.87,40.72,Red,Sugarcane,11,19,8,MAP 28:28:0,7.19
18.58,49.66,54.16,Red,Paddy,19,19,6,DAP (18:46:0),7.37
27.78,42.72,34.98,Black,Pulses,1,8,29,Urea (46% N),5.96
35.56,53.31,50.91,Loamy,Oil seeds,8,5,12,Iffco NPK 17:17:17,6.72
20.64,47.66,54.5,Black,Oil seeds,6,15,26,Urea (46% N),6.44
28.46,81.53,66.61,Red,Maize,17,28,5,DAP (18:46:0),5.7
19.77,71.94,51.42,Red,Wheat,4,15,16,Urea (46% N),6.34
26.11,57.19,68.79,Loamy,Pulses,10,1,12,Tata Paras NPK 10:26:26,6.63
18.63,47.32,50.11,Sandy,Barley,8,15,26,Urea (46% N),7.34
19.81,74.44,51.84,Red,Barley,10,9,3,NPK Complex 14:35:14,5.63
32.03,53.9,67.95,Red,Ground Nuts,4,15,27,Urea (46% N),6.91
20.45,85.85,63.59,Loamy,Barley,8,13,14,MAP 28:28:0,6.21
21.38,54.05,43.05,Loamy,Paddy,25,6,6,NPK Complex 14:35:14,5.96
35.67,85.45,66.61,Black,Oil seeds,4,13,23,Urea (46% N),6.63
37.52,53.8,49.15,Loamy,Barley,8,10,19,Kribhco NPK 20:20:0,6.26
15.25,71.31,26.02,Red,Paddy,14,20,20,Urea (46% N),5.62
37.27,60.34,35.09,Clayey,Pulses,5,8,4,DAP (18:46:0),6.98
15.42,48.49,69.73,Clayey,Cotton,11,17,3,DAP (18:46:0),6.0
17.9,71.88,45.03,Black,Ground Nuts,7,8,25,Kribhco NPK 20:20:0,6.35
35.74,83.18,66.09,Red,Maize,19,15,4,NPK Complex 14:35:14,6.99
16.7,69.66,32.61,Loamy,Wheat,19,8,15,Kribhco NPK 20:20:0,5.81
31.73,67.31,27.32,Sandy,Wheat,13,7,15,Kribhco NPK 20:20:0,6.73
26.71,51.97,63.52,Clayey,Pulses,5,5,31,Kribhco NPK 20:20:0,7.17
31.25,79.39,27.75,Loamy,Millets,8,8,7,NPK Complex 14:35:14,7.44
28.68,77.84,69.13,Black,Paddy,12,19,14,Urea (46% N),7.09
20.11,76.31,29.85,Red,Pulses,2,9,24,Urea (46% N),6.08
37.06,45.69,57.88,Black,Wheat,30,20,7,DAP (18:46:0),7.43
34.93,43.22,55.65,Black,Sugarcane,15,11,11,NPK Complex 14:35:14,6.0
29.52,55.8,29.12,Clayey,Paddy,26,14,5,DAP (18:46:0),5.84
20.41,85.15,31.84,Black,Sugarcane,17,17,4,DAP (18:46:0),5.74
17.95,51.92,45.14,Red,Ground Nuts,6,12,30,Urea (46% N),6.51
31.14,87.74,40.7,Clayey,Maize,36,6,6,Tata Paras NPK 10:26:26,5.93
35.49,61.04,38.17,Clayey,Pulses,8,1,5,Tata Paras NPK 10:26:26,6.5
37.36,64.6,43.22,Black,Maize,19,24,14,MAP 28:28:0,6.94
19.92,58.86,39.71,Black,Paddy,11,18,21,Urea (46% N),5.76
17.26,84.85,21.45,Sandy,Maize,16,29,25,Urea (46% N),5.98
16.49,60.24,60.97,Clayey,Barley,14,20,3,DAP (18:46:0),6.73
36.99,74.52,28.6,Sandy,Tobacco,11,21,18,Urea (46% N),6.48
22.74,75.94,48.87,Sandy,Ground Nuts,8,16,11,DAP (18:46:0),7.47
33.37,79.24,68.89,Red,Paddy,29,4,8,Tata Paras NPK 10:26:26,5.56
21.74,72.45,41.46,Sandy,Tobacco,18,20,4,DAP (18:46:0),6.35
17.56,68.04,24.94,Loamy,Cotton,2,15,16,Urea (46% N),5.71
28.9,74.78,67.26,Loamy,Millets,13,6,5,NPK Complex 14:35:14,6.04
34.44,72.3,45.36,Black,Ground Nuts,8,3,13,NPK Complex 14:35:14,7.24
29.87,62.3,24.04,Clayey,Barley,13,4,26,Kribhco NPK 20:20:0,5.65
30.1,50.06,28.01,Red,Tobacco,15,9,18,Kribhco NPK 20:20:0,5.77
36.99,62.31,26.71,Red,Cotton,11,9,12,Iffco NPK 17:17:17,7.03
16.96,51.95,62.37,Clayey,Tobacco,18,24,8,MAP 28:28:0,7.38
21.48,78.82,63.76,Sandy,Wheat,20,19,8,DAP (18:46:0),7.34
30.28,67.63,59.29,Sandy,Oil seeds,12,15,1,DAP (18:46:0),7.48
20.22,61.99,54.28,Black,Barley,15,16,10,MAP 28:28:0,7.33
37.39,74.78,25.67,Red,Ground Nuts,9,3,3,NPK Complex 14:35:14,5.65
16.78,82.89,58.05,Clayey,Paddy,18,8,21,Kribhco NPK 20:20:0,6.06
26.61,42.29,40.44,Loamy,Millets,7,15,7,MAP 28:28:0,7.13
22.01,51.98,56.26,Loamy,Ground Nuts,7,9,19,Iffco NPK 17:17:17,5.95
36.75,40.9,20.15,Loamy,Ground Nuts,10,4,8,NPK Complex 14:35:14,6.45
38.45,73.34,66.06,Sandy,Paddy,19,16,2,DAP (18:46:0),6.01
26.02,77.87,64.13,Red,Paddy,20,11,8,NPK Complex 14:35:14,7.08
36.0,70.15,50.77,Red,Millets,19,6,4,Tata Paras NPK 10:26:26,5.88
28.58,83.2,60.97,Loamy,Maize,22,17,11,Iffco NPK 17:17:17,5.94
16.36,71.05,46.34,Clayey,Pulses,4,7,17,MAP 28:28:0,6.97
19.54,76.09,33.24,Sandy,Cotton,10,6,15,Kribhco NPK 20:20:0,6.02
35.08,49.0,49.89,Sandy,Wheat,15,10,15,Kribhco NPK 20:20:0,5.76
25.05,76.74,28.56,Black,Paddy,14,16,9,MAP 28:28:0,5.98
24.81,46.1,53.36,Red,Millets,11,16,11,MAP 28:28:0,7.34
25.49,64.91,55.7,Clayey,Oil seeds,6,3,23,Kribhco NPK 20:20:0,6.4
22.35,50.61,63.01,Black,Ground Nuts,5,12,13,MAP 28:28:0,7.2
39.62,67.92,68.48,Red,Tobacco,19,7,9,NPK Complex 14:35:14,5.83
27.34,66.42,67.74,Red,Sugarcane,12,19,10,DAP (18:46:0),7.32
30.57,51.38,49.02,Loamy,Sugarcane,9,17,30,Urea (46% N),5.66
15.64,76.13,66.45,Loamy,Pulses,6,9,11,DAP (18:46:0),6.78
35.79,52.82,57.45,Sandy,Paddy,15,9,5,NPK Complex 14:35:14,5.95
17.95,54.96,54.12,Black,Millets,19,5,7,Tata Paras NPK 10:26:26,5.7
30.04,49.97,40.74,Loamy,Maize,15,14,22,Kribhco NPK 20:20:0,7.23
29.31,47.26,67.3,Clayey,Paddy,9,19,20,Urea (46% N),6.1
26.53,54.01,28.09,Black,Ground Nuts,11,13,6,DAP (18:46:0),6.66
26.31,50.9,20.36,Loamy,Tobacco,18,5,3,NPK Complex 14:35:14,6.86
29.4,60.87,38.48,Loamy,Oil seeds,7,10,11,MAP 28:28:0,6.95
28.33,70.36,25.18,Clayey,Ground Nuts,9,8,13,Iffco NPK 17:17:17,6.2
37.88,53.69,46.26,Black,Sugarcane,14,19,9,MAP 28:28:0,7.09
17.21,71.46,65.0,Red,Millets,12,14,8,MAP 28:28:0,6.82
19.54,40.7,36.72,Red,Maize,4,29,28,Urea (46% N),5.81
37.0,51.07,63.83,Black,Oil seeds,3,6,22,Kribhco NPK 20:20:0,7.46
20.85,78.05,63.75,Black,Millets,22,5,8,Tata Paras NPK 10:26:26,6.46
20.61,59.21,67.05,Loamy,Oil seeds,6,6,8,NPK Complex 14:35:14,7.2
34.87,80.04,63.08,Sandy,Pulses,5,5,11,Iffco NPK 17:17:17,5.97
24.26,42.31,58.04,Black,Cotton,11,8,15,Kribhco NPK 20:20:0,5.9
33.33,67.89,56.21,Sandy,Oil seeds,4,16,25,Urea (46% N),6.86
21.17,46.73,63.74,Loamy,Paddy,8,8,22,Kribhco NPK 20:20:0,5.63
18.47,51.17,28.24,Loamy,Cotton,9,8,3,NPK Complex 14:35:14,7.1
18.84,64.35,29.77,Loamy,Pulses,8,4,10,Tata Paras NPK 10:26:26,5.97
34.53,50.63,68.14,Red,Oil seeds,9,13,3,DAP (18:46:0),6.09
31.45,67.25,59.4,Black,Tobacco,15,21,7,MAP 28:28:0,7.28
18.72,86.82,54.18,Sandy,Maize,23,23,4,DAP (18:46:0),5.6
28.81,42.09,41.97,Red,Millets,4,14,17,Urea (46% N),5.93
17.68,69.58,69.92,Sandy,Tobacco,20,10,3,NPK Complex 14:35:14,5.84
32.99,85.54,63.14,Loamy,Oil seeds,9,8,6,NPK Complex 14:35:14,7.34
26.91,52.32,54.03,Loamy,Paddy,14,8,11,Iffco NPK 17:17:17,7.21
26.56,84.46,67.07,Loamy,Cotton,4,19,16,Urea (46% N),5.94
31.19,47.2,27.02,Black,Wheat,17,20,9,MAP 28:28:0,6.33
22.22,52.07,29.19,Red,Maize,27,12,1,Tata Paras NPK 10:26:26,6.21
17.5,81.37,44.17,Black,Millets,14,12,5,DAP (18:46:0),6.84
31.25,70.78,41.28,Clayey,Sugarcane,7,14,9,MAP 28:28:0,5.77
24.66,87.1,51.51,Red,Pulses,6,7,16,Iffco NPK 17:17:17,6.97
20.49,82.01,21.34,Sandy,Oil seeds,7,12,5,DAP (18:46:0),7.16
21.72,77.13,69.55,Black,Millets,21,5,7,Tata Paras NPK 10:26:26,7.18
23.65,44.93,33.13,Clayey,Ground Nuts,8,6,27,Kribhco NPK 20:20:0,5.66
15.79,47.21,50.71,Black,Paddy,12,20,18,Urea (46% N),5.97
33.23,66.38,53.28,Black,Barley,19,20,10,DAP (18:46:0),5.79
29.53,55.77,66.83,Clayey,Maize,8,14,26,Kribhco NPK 20:20:0,6.23
37.99,40.65,57.74,Clayey,Millets,11,7,16,Kribhco NPK 20:20:0,5.86
21.57,89.3,30.45,Sandy,Pulses,1,8,26,Urea (46% N),5.9
29.99,53.37,60.36,Loamy,Sugarcane,19,21,12,DAP (18:46:0),6.9
37.14,77.83,59.72,Sandy,Wheat,13,14,10,MAP 28:28:0,6.98
19.49,62.94,46.08,Loamy,Ground Nuts,13,6,4,Tata Paras NPK 10:26:26,7.25
31.8,70.86,53.44,Black,Tobacco,16,5,6,NPK Complex 14:35:14,7.38
25.43,68.95,21.17,Sandy,Millets,14,7,3,NPK Complex 14:35:14,5.5
19.91,53.9,28.36,Sandy,Wheat,25,9,10,Iffco NPK 17:17:17,7.11
27.67,44.36,65.48,Sandy,Sugarcane,7,6,24,Kribhco NPK 20:20:0,5.5
33.02,52.79,57.62,Black,Barley,13,12,6,NPK Complex 14:35:14,5.76
29.76,56.28,54.69,Red,Millets,20,6,1,Tata Paras NPK 10:26:26,6.91
34.77,42.36,51.37,Sandy,Ground Nuts,16,1,7,Tata Paras NPK 10:26:26,7.09
25.27,89.77,52.42,Clayey,Sugarcane,15,7,16,Iffco NPK 17:17:17,6.68
29.46,52.49,54.28,Black,Pulses,10,3,5,Tata Paras NPK 10:26:26,6.24
25.43,79.78,29.82,Sandy,Maize,13,23,8,MAP 28:28:0,5.89
20.14,78.2,40.79,Loamy,Maize,9,30,8,MAP 28:28:0,5.66
37.9,48.85,30.64,Black,Cotton,21,3,7,Tata Paras NPK 10:26:26,6.22
23.73,72.67,34.01,Red,Wheat,14,21,20,Urea (46% N),6.69
27.17,42.53,42.8,Loamy,Pulses,6,5,17,Iffco NPK 17:17:17,7.1
23.87,69.98,46.39,Loamy,Sugarcane,15,13,12,MAP 28:28:0,5.65
38.85,73.78,28.35,Red,Wheat,20,8,18,Kribhco NPK 20:20:0,6.15
28.24,63.96,68.11,Black,Maize,25,3,11,Tata Paras NPK 10:26:26,5.75
18.2,86.53,45.29,Black,Sugarcane,4,19,27,Urea (46% N),7.14
16.78,82.33,64.77,Clayey,Oil seeds,5,6,10,Iffco NPK 17:17:17,6.71
31.94,54.85,53.47,Red,Sugarcane,14,5,4,NPK Complex 14:35:14,6.09
33.31,59.81,38.92,Black,Paddy,9,16,7,MAP 28:28:0,6.39
35.13,53.7,59.51,Red,Ground Nuts,6,7,18,Iffco NPK 17:17:17,7.31
36.25,81.15,42.69,Loamy,Tobacco,12,12,27,Kribhco NPK 20:20:0,6.29
22.2,86.97,48.23,Red,Cotton,21,7,3,Tata Paras NPK 10:26:26,7.2
20.62,47.78,22.17,Red,Tobacco,26,6,4,Tata Paras NPK 10:26:26,5.52
37.37,51.49,46.05,Sandy,Ground Nuts,11,16,10,DAP (18:46:0),7.2
35.72,47.22,52.31,Black,Tobacco,5,21,21,Urea (46% N),7.47
31.14,62.86,49.41,Clayey,Pulses,3,9,16,MAP 28:28:0,6.58
20.86,88.71,41.84,Red,Pulses,6,4,15,Iffco NPK 17:17:17,6.54
16.18,81.18,60.26,Sandy,Barley,24,6,6,Tata Paras NPK 10:26:26,7.01
39.75,60.56,56.65,Sandy,Oil seeds,8,3,24,Kribhco NPK 20:20:0,5.85
28.5,81.54,58.46,Black,Oil seeds,3,11,20,Urea (46% N),6.38
19.21,54.61,36.85,Loamy,Tobacco,16,25,3,DAP (18:46:0),6.41
39.72,80.92,57.08,Black,Maize,8,24,24,Urea (46% N),6.44
32.14,42.0,59.75,Black,Oil seeds,4,13,20,Urea (46% N),6.07
28.85,70.67,56.3,Clayey,Tobacco,6,19,20,Urea (46% N),6.17
20.45,73.44,68.71,Sandy,Barley,10,15,11,MAP 28:28:0,6.11
29.22,40.41,38.72,Black,Paddy,20,16,6,DAP (18:46:0),7.15
17.7,79.64,68.59,Loamy,Tobacco,24,6,11,Tata Paras NPK 10:26:26,6.06
32.34,54.39,44.09,Loamy,Sugarcane,11,16,7,DAP (18:46:0),5.9
30.24,48.61,47.17,Clayey,Sugarcane,11,20,32,Urea (46% N),7.03
27.96,62.79,47.64,Clayey,Wheat,25,21,7,DAP (18:46:0),7.2
21.91,72.64,26.68,Loamy,Millets,14,13,5,DAP (18:46:0),7.22
38.92,71.37,52.88,Loamy,Millets,7,12,8,MAP 28:28:0,6.07
24.92,61.74,62.13,Sandy,Wheat,34,6,9,Tata Paras NPK 10:26:26,7.23
34.68,56.26,59.22,Red,Cotton,11,18,1,DAP (18:46:0),6.81
27.17,72.81,22.6,Loamy,Maize,14,20,10,MAP 28:28:0,6.63
20.99,40.65,51.47,Black,Maize,22,31,10,DAP (18:46:0),7.19
